,AAPL,GOOG,IBM,MSFT
2010-03-02 16:00:00,1.9277007225706255,1.095365641700611,0.9577023645379897,0.28661786937576067
2010-03-03 16:00:00,1.757378847306793,1.6463518918223026,0.6428349868471702,0.2713021327641336
2010-03-04 16:00:00,1.7533877080858709,2.5621188654597087,0.5256230468942521,0.6443361502381645
2010-03-05 16:00:00,2.6116506207901256,2.864907483294556,0.6958123100060433,0.4726474904912609
2010-03-08 16:00:00,2.178334689365355,2.1827236785638693,0.20327443322674998,0.50395237727552
2010-03-09 16:00:00,2.2662890528503095,1.697152537073639,-0.40760468973593783,0.8755810090424255
2010-03-10 16:00:00,2.093195433800398,2.4495374233807605,-0.49021386630701436,1.252932267296866
2010-03-11 16:00:00,1.8825383960326747,2.252111146040029,0.8391135710809502,1.7391823274254923
2010-03-12 16:00:00,1.7398228638198956,1.8339656329153562,1.0851986620036964,1.8162163743450939
2010-03-15 16:00:00,1.305300525472247,0.802330526541959,0.9963412897791503,1.8990060974373904
2010-03-16 16:00:00,1.2261512613799732,0.8385252076929144,1.819083685738861,1.9070691123770895
2010-03-17 16:00:00,1.0781114526896018,0.7784772466293609,0.6561057185986849,2.227204140576085
2010-03-18 16:00:00,1.0210671596241006,0.753377523823459,1.3216744947669594,1.8695306855012581
2010-03-19 16:00:00,0.7112510674577496,0.340899456086555,0.5049261080835205,1.5890460151407169
2010-03-22 16:00:00,0.8701919837100303,0.15790532176770342,0.748476309496077,1.4310435327034203
2010-03-23 16:00:00,1.1672666435277133,-0.38537098107720497,1.9853411966284156,1.8284593086323182
2010-03-24 16:00:00,1.2003476032469056,0.03652127869981227,1.0286619160468806,1.187407197086799
2010-03-25 16:00:00,0.8192860733142323,0.3049034218187516,1.53870287812896,1.7102457351060754
2010-03-26 16:00:00,1.3179152997220742,0.19354846932032227,1.386259765655639,0.9058825022552102
2010-03-29 16:00:00,1.426733016566283,0.058801689911402076,0.7782853837091764,0.6911212205187848
2010-03-30 16:00:00,1.819400897650276,0.4042953345959401,0.8618197930503746,0.9681485090890208
2010-03-31 16:00:00,1.6437231743119634,0.37051900883032757,0.34170059802245784,-0.1422013513951789
2010-04-01 16:00:00,1.814075295820328,0.5134582149486621,0.28067806278464935,-0.5405363770565611
2010-04-05 16:00:00,2.009308359474001,0.7505113683346518,1.1701610151523334,-0.4040569723571794
2010-04-06 16:00:00,1.942892128967066,0.3475177226182996,0.7137467213811015,-0.40939448677900975
2010-04-07 16:00:00,1.8377076816429538,-0.2911771614509789,0.18168404635163307,-0.4539306832255081
2010-04-08 16:00:00,1.522554609460221,0.30898503956482914,-1.3641372952785253,1.556659475328553
2010-04-09 16:00:00,1.5934024044357435,0.2757788735619566,0.492051463594689,2.534747372951128
2010-04-12 16:00:00,1.4735971943129396,1.5950240399963782,-0.25216677358991596,2.0630132282091913
2010-04-13 16:00:00,1.3434513577284977,2.913977500700752,0.8665044368222846,2.0498079398337787
2010-04-14 16:00:00,1.6016493906232478,2.480710900313062,3.1589986314285983,2.405517897914364
2010-04-15 16:00:00,1.795672908063622,2.4582817668982844,2.2331215952598895,2.083643058817323
2010-04-16 16:00:00,1.4398992726076583,-1.450836880145491,1.6869553234339516,1.4852489093173347
2010-04-19 16:00:00,1.305794451007803,-1.3536774551712556,2.566860980166708,1.8546079071345782
2010-04-20 16:00:00,0.8882579856529365,-0.9337690964350919,0.3611614449514912,2.0008916452989407
2010-04-21 16:00:00,2.483326296335548,-1.0437257540201894,-0.22871616697707897,1.693280869374907
2010-04-22 16:00:00,2.645603403586538,-1.5217272277738754,-0.13839875708752492,1.5621547583014745
2010-04-23 16:00:00,2.5203290268077643,-1.511836114515016,0.5814391919603081,0.9113892156645566
2010-04-26 16:00:00,2.034241016302626,-2.0796586521665086,1.1115389132434828,0.9963825787825876
2010-04-27 16:00:00,1.2493522686889964,-1.9104051107727806,-0.49073719924590237,0.6033002615380623
2010-04-28 16:00:00,1.0944172181200595,-1.6560172040240346,0.5255870824386016,0.6155362396565662
2010-04-29 16:00:00,1.518668752804578,-1.3456296877146978,0.7507953287595388,0.6480979458550808
2010-04-30 16:00:00,0.7959275596740504,-1.4698366623723853,-0.5452588004284166,-0.07282934617275023
2010-05-03 16:00:00,1.133734469844645,-1.114397510452578,-0.033098874023980304,0.3244110518984894
2010-05-04 16:00:00,0.3983990114282475,-1.9014864042270252,-1.2502249758413226,-1.1353592597659001
2010-05-05 16:00:00,0.09120354433791904,-1.5435601761478013,-1.6738297473169617,-1.954617985979786
2010-05-06 16:00:00,-0.8878814749887145,-1.7162530968261953,-2.9745389110561073,-2.9787134097619883
2010-05-07 16:00:00,-1.789096404826368,-1.6696583038727408,-2.8845980051021156,-2.9760430195684684
2010-05-10 16:00:00,-0.1595336655850509,-0.6125223887668851,-0.9327745542862047,-1.799849644404835
2010-05-11 16:00:00,0.018608884119086067,-0.9749643686655125,-0.6151450948881964,-1.63514685152877
2010-05-12 16:00:00,0.5159373563547671,-1.0512766720090485,1.7705948726250544,-0.9588100188327872
2010-05-13 16:00:00,0.07881784031809584,-0.8176754548267993,1.218263080635883,-1.047123232819905
2010-05-14 16:00:00,-0.4535670814002284,-0.8976620134658627,1.0538698520443963,-1.230754934684567
2010-05-17 16:00:00,-0.46476911538743104,-0.7908240893615837,0.7997847124713133,-1.10093030203524
2010-05-18 16:00:00,-0.7617518710816308,-1.2213802835653988,0.5798438718036975,-1.1713716722247753
2010-05-19 16:00:00,-1.136599632128881,-1.3664278780013217,0.13323457904864805,-1.3684833352896888
2010-05-20 16:00:00,-1.9923921710394608,-2.2194659727777544,-1.653448412821108,-2.0943914921839104
2010-05-21 16:00:00,-1.37645203239335,-2.1057403027737855,-0.963326448573222,-1.9903591653488562
2010-05-24 16:00:00,-0.8224833110744563,-1.6115042569955673,-1.1822434478123052,-2.081209500521865
2010-05-25 16:00:00,-0.9000474510903662,-1.447340678170529,-1.0587940471693869,-1.9219840252252025
2010-05-26 16:00:00,-0.9255076470823593,-1.384410550483527,-1.3344041782015408,-2.221767071550305
2010-05-27 16:00:00,0.2062739924849131,-0.5093425863540094,-0.2541097731509434,-1.4480627511846742
2010-05-28 16:00:00,0.6815163181304081,-0.7085640163372137,-0.5752103968694401,-1.4213920710202772
2010-06-01 16:00:00,1.2876420303969123,-0.8458179375323296,-0.7956635538465393,-1.2584813459521627
2010-06-02 16:00:00,1.5926592499691612,-0.06177065315536259,0.20891499078507006,-0.8059376982088422
2010-06-03 16:00:00,1.3772755568265942,0.8016934674951067,0.36896681173374946,-0.45519386370864706
2010-06-04 16:00:00,0.45018544405869476,0.3233963396014899,-0.5371278364145834,-1.1128330274463267
2010-06-07 16:00:00,-0.2918359768771985,-0.5624388895092438,-0.9998218525542526,-1.314557481751751
2010-06-08 16:00:00,-0.4810910270173879,-0.5413005008641508,-1.0635653490661783,-1.2944426666519881
2010-06-09 16:00:00,-1.1936216936137352,-1.2395164118987394,-0.9302842363956488,-1.3585005225726317
2010-06-10 16:00:00,-0.14822283028114375,-0.17336662985280676,0.4460982443759369,-1.1245510226177857
2010-06-11 16:00:00,0.31448976447284854,0.039402156129590964,0.8554076566068478,-0.5867720177955522
2010-06-14 16:00:00,0.4202393966623972,-0.34913962541719096,1.0177793466211769,-0.6381862828107443
2010-06-15 16:00:00,1.1217001045284687,1.2165371764102888,1.6423691691863884,0.4275934412217411
2010-06-16 16:00:00,1.8609092352522998,1.5104684491584637,1.8557521813077462,0.33927802168773596
2010-06-17 16:00:00,2.02776561960716,1.3173203177280852,1.9383549309215504,0.6434130328143545
2010-06-18 16:00:00,2.002768793631596,1.1866188172343313,1.4221778544782484,0.8621040870690927
2010-06-21 16:00:00,1.4311760140946892,-0.029777662896707878,1.4365121680290758,0.14938188343471168
2010-06-22 16:00:00,1.6065173735967433,-0.3375030355640093,0.8364240075078987,-0.11494895910765748
2010-06-23 16:00:00,1.1921502799500217,-0.8584114843784624,1.0348706206113971,-0.8219959078895325
2010-06-24 16:00:00,0.9059004481567655,-1.6464590908862242,0.22865936119970573,-1.341020558090329
2010-06-25 16:00:00,0.589097989254845,-1.6743408178116574,-0.22315513012288285,-1.8326548539977434
2010-06-28 16:00:00,0.6961368875033043,-1.5548993882301736,0.47226104057009216,-1.8538210345911783
2010-06-29 16:00:00,-0.5881888529093531,-2.550373930593619,-1.195255081247565,-2.483577433326327
2010-06-30 16:00:00,-0.993203790483683,-2.5145224789114007,-1.6590916127854867,-2.2838122882280825
2010-07-01 16:00:00,-1.1873039890479622,-2.3404455771214336,-1.7449704807515378,-1.874386932847435
2010-07-02 16:00:00,-1.2468567736210776,-2.089729851952583,-1.787342057822025,-1.5566804492581123
2010-07-06 16:00:00,-1.0597115781805604,-1.8075123691100765,-1.2294333909627437,-0.9808711196867178
2010-07-07 16:00:00,-0.14960418819227714,-1.0481755982912533,-0.1279746591241162,-0.5243618917004952
2010-07-08 16:00:00,-0.30259826682552865,-0.712783464683596,0.13648728731621418,-0.41599450012383243
2010-07-09 16:00:00,-0.1950640279867168,-0.1870701417570575,0.12779964475764166,-0.498438508040735
2010-07-12 16:00:00,-0.4798983251918638,0.21794157787342835,0.37315692915585025,0.009489790464144837
2010-07-13 16:00:00,-1.0661699913781406,0.8040055980120198,0.9573500770645336,0.2803751414367542
2010-07-14 16:00:00,-0.9043959629663219,0.9309124844231845,1.0088383954128823,0.629043008571438
2010-07-15 16:00:00,-0.9444845716977922,1.093888840077731,0.9962227232836413,0.7659040935455994
2010-07-16 16:00:00,-1.008230669216226,-0.4429892896220697,0.14182138487776508,0.26012173236934033
2010-07-19 16:00:00,-1.3530716736107014,-0.03925850267197732,0.7653688861859296,0.7326320064551397
2010-07-20 16:00:00,-0.5788560385596193,0.8081178703509039,-0.30967738082711277,1.0826028288674545
2010-07-21 16:00:00,-0.21706533755536686,0.6246049375150418,-0.6986865337610012,0.7329536692127885
2010-07-22 16:00:00,0.543646333140847,1.0112384266529273,0.1499490145546294,1.5115940643050658
2010-07-23 16:00:00,0.8286796181655551,1.2124123474614377,0.4827589785399003,1.363128101595698
2010-07-26 16:00:00,0.8586249956115215,1.078404050222794,0.467526569707395,1.4925959738433028
2010-07-27 16:00:00,1.9234132878157837,1.1675671013832847,0.5571731966404201,1.3874129762403447
2010-07-28 16:00:00,1.2160773818956812,0.6876701725682212,0.4265068581980863,1.0762170413469758
2010-07-29 16:00:00,0.6170311196075086,0.6419810649767312,0.20046762990180683,1.0905941904381433
2010-07-30 16:00:00,0.38606998674177784,0.5601911929942447,0.26306896977421923,0.787799262831169
2010-08-02 16:00:00,1.1839737516069149,0.8090138520749944,1.3679834145579768,1.4023742187653687
2010-08-03 16:00:00,1.0997717979476211,0.747319833299499,1.1827977131053775,1.1130861061861503
2010-08-04 16:00:00,1.2270810120649445,1.8956467421086045,1.5773894881452761,0.3787043072737428
2010-08-05 16:00:00,0.9112845821469818,1.8919712620082079,1.6743306312856125,-0.34739852727718645
2010-08-06 16:00:00,0.5880558194100715,1.1311850006475717,0.9582522455982688,-0.1572664086679324
2010-08-09 16:00:00,0.8525580345426282,1.4004426602154476,1.7649071444065116,-0.13752958572101334
2010-08-10 16:00:00,0.33789786731431354,1.1581650051199732,1.5295737098555118,-1.473972351413596
2010-08-11 16:00:00,-1.4213389348394319,0.19830297532700675,0.5242401656386693,-1.7689474601138437
2010-08-12 16:00:00,-1.121735192638732,0.22854202150077577,-0.20912834289850804,-2.156919169231446
2010-08-13 16:00:00,-1.6116678428171174,-0.39934165228494556,-0.4468378920172547,-2.091634027781632
2010-08-16 16:00:00,-1.9995256178390939,-0.6696758068441598,-0.4573013168117143,-1.7123142384989478
2010-08-17 16:00:00,-1.1377304968779847,-0.16472499351590586,-0.18711447799927536,-1.0409153245759004
2010-08-18 16:00:00,-0.8967626626857688,-1.2325868623779292,0.23095801461213755,-0.8462639001940674
2010-08-19 16:00:00,-1.3648423991380965,-2.4200699736134927,-0.15501319748694273,-1.303966735290714
2010-08-20 16:00:00,-1.2635966410973998,-2.3912852421725694,-1.0845329428720427,-1.443688657812873
2010-08-23 16:00:00,-1.6934877916947295,-1.8891161074378795,-1.6392360707802673,-1.2314817861133716
2010-08-24 16:00:00,-2.222310362698275,-2.2858870923639003,-2.2000351944913863,-1.4270761248028554
2010-08-25 16:00:00,-1.5652192486960366,-1.7952864950052436,-1.7690689543557967,-1.2060153750051348
2010-08-26 16:00:00,-1.6804587678965246,-1.7416629796394472,-2.4243131400145477,-1.456182363851292
2010-08-27 16:00:00,-1.3392998171447934,-1.1995383817665408,-1.4501765311839718,-1.1683344960338544
2010-08-30 16:00:00,-1.114433869104712,-1.3518709475233102,-1.711935273811099,-1.5072637380112412
2010-08-31 16:00:00,-0.9445300216592721,-1.324397165196311,-1.5843520655275103,-1.6729631128601579
2010-09-01 16:00:00,0.09994070025727914,-0.7581400792041686,-0.6020145959868847,-0.8942731633341252
2010-09-02 16:00:00,0.4698803058075257,-0.5445039170920525,-0.7730858896981331,-0.7402608306843308
2010-09-03 16:00:00,1.536921221094137,-0.10354087024710054,0.19894415196574025,0.00995406119627297
2010-09-07 16:00:00,1.5040050881765532,-0.34668585899883164,-0.328119137767972,-0.6564251021950436
2010-09-08 16:00:00,2.19964975955333,0.1436522123745725,-0.1808474331397998,-0.6395183379525502
2010-09-09 16:00:00,1.8991973229555272,0.6206201723274725,0.038783459622713436,-0.35600479280833236
2010-09-10 16:00:00,1.7101788214580202,0.7331674566034635,0.89940551077695,-0.7545865653438742
2010-09-13 16:00:00,1.8599850714495143,1.2670345803355942,1.6057872460181843,2.4202717745774693
2010-09-14 16:00:00,1.7101897590120663,1.1734504962832983,1.1717721203408429,1.9155562134435777
2010-09-15 16:00:00,1.692165740931967,1.330670858300311,1.3853970494466308,1.933634319397637
2010-09-16 16:00:00,1.957293705059083,1.3839419667401047,1.4754134663509177,2.1126764516957337
2010-09-17 16:00:00,1.6155036464810784,1.8932505597785463,1.619108266618659,1.6786791478166219
2010-09-20 16:00:00,1.9070705525362635,2.557302654706555,1.9819295075172867,1.766820595788128
2010-09-21 16:00:00,1.69151849974568,2.3052183409585085,1.7733287381599903,1.1946553984758763
2010-09-22 16:00:00,1.7301570006889506,2.0574373987242907,1.717106228493096,0.33074804960333026
2010-09-23 16:00:00,1.6017767331269797,1.6864117433297021,1.2694549658746568,0.03089924330935557
2010-09-24 16:00:00,1.632147863812425,1.9998586744225195,1.8243604920615688,0.5018268255004537
2010-09-27 16:00:00,1.4222183079434831,1.8375066193150582,1.737878972264473,0.3785074105354494
2010-09-28 16:00:00,1.060576064596419,1.5267392436308234,1.632371553880617,0.2230676098687182
2010-09-29 16:00:00,1.0251537749301467,1.4122225852496793,1.659371216641567,-0.18188392109523083
2010-09-30 16:00:00,0.6862600564291881,1.2125519767957496,1.140949272295931,-0.26850066435555975
2010-10-01 16:00:00,0.5146571893112664,1.098351989181159,1.461273275336869,-0.5596220697340539
2010-10-04 16:00:00,0.10187239768689337,0.8709953664953846,1.2068762298034346,-1.4017119903646027
2010-10-05 16:00:00,0.978816282707138,1.417267601955033,1.746400958214227,-0.6231785363643881
2010-10-06 16:00:00,0.9209615443158261,1.1450854465531677,1.6438613838920444,-0.530780285349435
2010-10-07 16:00:00,0.8530470625242814,0.8651756318861434,1.755133239128679,-0.38267443317677274
2010-10-08 16:00:00,1.3393733798077323,1.0731622902835323,1.620550854941116,-0.43805882704434645
2010-10-11 16:00:00,1.4165313890454319,1.1003335164346326,1.6542672312085647,-0.3254729534805312
2010-10-12 16:00:00,1.7425919807700678,1.1555360242774733,1.5541967745682825,0.33205471974646267
2010-10-13 16:00:00,1.8638683766892734,1.2172555968956,1.5514275846314949,1.5711224544723743
2010-10-14 16:00:00,1.9316227137870559,1.0887616372105609,1.7102109666952419,1.3456725928419444
2010-10-15 16:00:00,2.8683792049162933,3.617986089908246,1.451834728306744,1.9550055113677955
2010-10-18 16:00:00,2.5189153490019653,3.0470974358503295,1.7663225484145695,2.3555003136398542
2010-10-19 16:00:00,1.4805110559004924,2.1877563912988953,0.25324195372276503,0.7953184574610741
2010-10-20 16:00:00,1.401884183501411,1.8712029239510914,0.5085969275928353,1.1402146488415181
2010-10-21 16:00:00,1.179500417747321,1.7338215818131104,0.7031156697656415,1.2239404427079787
2010-10-22 16:00:00,0.9133466219906776,1.537731683772932,0.5651985898357696,1.0424615679483908
2010-10-25 16:00:00,0.9377585595388991,1.4559471085060929,0.5600888947893754,0.6122361069707076
2010-10-26 16:00:00,0.7861220492859424,1.3479588615857867,0.8260164606089143,1.7496820816033756
2010-10-27 16:00:00,0.6895043469382143,1.1661354997167561,1.0647592589975707,1.7424073123841048
2010-10-28 16:00:00,0.39336308739265424,1.101953655601374,0.772893719733122,1.8290922731838366
2010-10-29 16:00:00,-0.08712378589688599,0.8890031882629034,1.991442389498464,2.0509894580913377
2010-11-01 16:00:00,0.12387493345789787,0.8369668875777649,1.79829208716668,2.1354697668227876
2010-11-02 16:00:00,0.6613905365286565,0.768906302672331,1.8525387864338037,2.26558042160224
2010-11-03 16:00:00,1.0279286788463466,0.808420738164954,1.8037631935638487,1.626726384950053
2010-11-04 16:00:00,1.699972525190855,0.8468543320281017,2.518624886256872,1.563492960060372
2010-11-05 16:00:00,1.428585389061895,0.7989772422815163,2.1421235027385395,1.1265042654668698
2010-11-08 16:00:00,1.5523162351836346,0.7913481239047286,1.8866351140646838,0.9876551874815517
2010-11-09 16:00:00,1.054426566568026,0.6685396875646116,1.5536185472109416,1.0583776287618534
2010-11-10 16:00:00,1.2859403039105695,0.5477623599023289,1.4986670489640455,0.9456013555791273
2010-11-11 16:00:00,0.9512969526403611,0.06707754389470665,1.0188691939001178,0.5484572051183243
2010-11-12 16:00:00,-0.6062395509679852,-2.1719121858573813,0.41318891171265465,-0.04665519405402402
2010-11-15 16:00:00,-0.7108025109674685,-2.5804154011559195,0.35427752252565864,-0.1749862734810274
2010-11-16 16:00:00,-1.5739198040251738,-2.926887054058925,-0.20210396071371736,-0.597513710774682
2010-11-17 16:00:00,-1.561706612462497,-2.3712715743272756,-0.39397363324788603,-1.0315935610058833
2010-11-18 16:00:00,-0.22250859078570612,-1.219906750633938,0.4557261424983447,-0.6875287015476236
2010-11-19 16:00:00,-0.49928533536855063,-1.4764155823717031,0.6612989607285531,-1.0255211840887744
2010-11-22 16:00:00,0.5658660032493847,-1.2977962427652612,0.7415577473694449,-1.137331846502752
2010-11-23 16:00:00,-0.2073627603179624,-1.621197150447613,-0.43577349552754135,-2.0692562935515966
2010-11-24 16:00:00,0.7330801103950738,-0.7814853562925985,0.8791951711962572,-1.4963507572294106
2010-11-26 16:00:00,0.6903490619121074,-0.9915045526784282,-0.35373072728687294,-1.513157000229888
2010-11-29 16:00:00,0.9184001765489733,-1.3245499171189195,-1.0154661824160693,-1.2814375709354735
2010-11-30 16:00:00,-0.14800651716014915,-2.310277803276322,-1.8042171001133605,-1.2096308659227275
2010-12-01 16:00:00,0.7422707634558332,-1.6330763029639257,-0.010037097359399798,0.031377395004194314
2010-12-02 16:00:00,0.9834654293056403,-1.1538825523097886,0.42541232024181175,1.4000388341024628
2010-12-03 16:00:00,0.8712943249331373,-0.9992813705149051,0.5849483210387995,1.604538178641408
2010-12-06 16:00:00,1.288079847697095,-0.6649582689824753,0.3874824442910181,1.286224886090557
2010-12-07 16:00:00,0.9605678825639774,-0.13178350735066383,-0.18671092209654874,1.2756917460043489
2010-12-08 16:00:00,1.3443763601325214,0.17348271697308218,0.5508421384927163,1.7175028108429349
2010-12-09 16:00:00,1.1053290719923183,0.38807541760465597,0.14719887857183378,1.4229543336481811
2010-12-10 16:00:00,1.1698639623316174,0.623107119720601,0.6049844798204788,1.6245022191076615
2010-12-13 16:00:00,1.2086881332795028,0.9126593085315037,0.13672668284048647,1.360795231441498
2010-12-14 16:00:00,0.900595307923847,0.9438695700525574,1.259445292525745,1.5989247306798136
2010-12-15 16:00:00,0.8524983030558451,0.49250017859899925,0.31708498488259906,1.6282899348770274
2010-12-16 16:00:00,1.0191959630376084,0.5776110614589707,0.06849351955785236,1.5622382353188098
2010-12-17 16:00:00,0.8070028402037339,0.5332361676450755,0.4688443195967226,1.317176096620524
2010-12-20 16:00:00,1.1640373093005136,0.8897048116940632,0.034056658294604074,1.1035841602675343
2010-12-21 16:00:00,1.5169178508484034,1.4724322005254342,1.1708186927799937,1.223953526477574
2010-12-22 16:00:00,1.7703618766013671,1.4850821764210855,1.235110101321468,1.2306573151888172
2010-12-23 16:00:00,1.1850088781959955,1.2981784523575026,1.1772196160489075,1.2376840676838907
2010-12-27 16:00:00,1.3712977751155369,1.0736034424576835,0.5904033890408709,0.932911359703272
2010-12-28 16:00:00,1.4362780759938543,0.7455478568816029,0.8634056660007063,0.8128437784033141
2010-12-29 16:00:00,1.4648937400887039,0.8748848136568406,2.0962415590698655,0.7526023195711956
2010-12-30 16:00:00,0.793493470520239,0.6346614882535422,1.959323861622959,0.49839516076319385
